Profit,Genre,Budget,externalContributor,enabled,Worldwide Gross,artist,id,match,likedCount,thumbnailUrl,playcount,points,external,Film,likeCount,name,visible,department,displayName,Rotten Tomatoes,followingCount,followerCount,Story,level
5,Engineering,47,false,true,5,heather.wong,3106,47,5,https://brewspace.jiveland.com/api/core/v3/people/3106/avatar,47,6029,false,heather.wong,42,heather.wong,true,Engineering,Heather Wong,42,41,57,Engineering,Level 4
8,Inside Sales - US,17,false,true,8,logan.tucker,4634,17,8,https://brewspace.jiveland.com/api/core/v3/people/4634/avatar,17,3841,false,logan.tucker,9,logan.tucker,true,Inside Sales - US,Logan Tucker,9,54,54,Inside Sales - US,Level 3
31,Hosting,122,false,true,31,clint.lyon,5186,122,31,https://brewspace.jiveland.com/api/core/v3/people/5186/avatar,122,5338,false,clint.lyon,91,clint.lyon,true,Hosting,Clint Lyon,91,51,38,Hosting,Level 4
13,Alliances,15,false,true,13,tim.wheatley,5534,15,13,https://brewspace.jiveland.com/api/core/v3/people/5534/avatar,15,3744,false,tim.wheatley,2,tim.wheatley,true,Alliances,Tim Wheatley,2,82,45,Alliances,Level 3
64,Hosting,111,false,true,64,chelsea.bowen,5771,111,64,https://brewspace.jiveland.com/api/core/v3/people/5771/avatar,111,5382,false,chelsea.bowen,47,chelsea.bowen,true,Hosting,Chelsea Bowen,47,50,32,Hosting,Level 4
185,Finance,242,false,true,185,bryan.leblanc,2666,242,185,https://brewspace.jiveland.com/api/core/v3/people/2666/avatar,242,21127,false,bryan.leblanc,57,bryan.leblanc,true,Finance,Bryan LeBlanc,57,202,638,Finance,Level 5
36,Support,43,false,true,36,anita.zabel,6461,43,36,https://brewspace.jiveland.com/api/core/v3/people/6461/avatar,43,1782,false,anita.zabel,7,anita.zabel,true,Support,Anita Zabel,7,17,18,Support,Level 2
8,Inside Sales - US,14,false,true,8,sandi.stretch,5736,14,8,https://brewspace.jiveland.com/api/core/v3/people/5736/avatar,14,3514,false,sandi.stretch,6,sandi.stretch,true,Inside Sales - US,Sandi Stretch,6,66,38,Inside Sales - US,Level 3
0,Engineering,175,false,true,0,paola.sandrinelli,6178,175,0,https://brewspace.jiveland.com/api/core/v3/people/6178/avatar,175,521,false,paola.sandrinelli,175,paola.sandrinelli,true,Engineering,Paola Sandrinelli,175,17,18,Engineering,Level 2
6,IT,8,false,true,6,ethan.dang,4688,8,6,https://brewspace.jiveland.com/api/core/v3/people/4688/avatar,8,1889,false,ethan.dang,2,ethan.dang,true,IT,Ethan Dang,2,20,29,IT,Level 2
58,Engineering,202,false,true,58,robert.putnam,3458,202,58,https://brewspace.jiveland.com/api/core/v3/people/3458/avatar,202,8520,false,robert.putnam,144,robert.putnam,true,Engineering,Rob Putnam,144,41,56,Engineering,Level 4
2,Marketing,2,false,true,2,allison.price,5871,2,2,https://brewspace.jiveland.com/api/core/v3/people/5871/avatar,2,539,false,allison.price,0,allison.price,true,Marketing,Allison Price,0,0,2,Marketing,Level 2
81,Hosting,102,false,true,81,tyler.walden,2464,102,81,https://brewspace.jiveland.com/api/core/v3/people/2464/avatar,102,21813,false,tyler.walden,21,tyler.walden,true,Hosting,Tyler Walden,21,46,119,Hosting,Level 5
39,Engineering,79,false,true,39,dmitry.apresian,3508,79,39,https://brewspace.jiveland.com/api/core/v3/people/3508/avatar,79,8606,false,dmitry.apresian,40,dmitry.apresian,true,Engineering,Dmitry Apresian,40,40,50,Engineering,Level 4
191,Engineering,367,false,true,191,russell.thomason,3054,367,191,https://brewspace.jiveland.com/api/core/v3/people/3054/avatar,367,20249,false,russell.thomason,176,russell.thomason,true,Engineering,Russell Thomason,176,102,96,Engineering,Level 5
52,Inside Sales,119,false,true,52,debra.walton,4734,119,52,https://brewspace.jiveland.com/api/core/v3/people/4734/avatar,119,10965,false,debra.walton,67,debra.walton,true,Inside Sales,Debra Walton,67,155,89,Inside Sales,Level 4
102,Product Management,227,false,true,102,ilan.abehassera,5332,227,102,https://brewspace.jiveland.com/api/core/v3/people/5332/avatar,227,11412,false,ilan.abehassera,125,ilan.abehassera,true,Product Management,Ilan Abehassera,125,49,82,Product Management,Level 4
58,Support,66,false,true,58,paul.swann,3154,66,58,https://brewspace.jiveland.com/api/core/v3/people/3154/avatar,66,7623,false,paul.swann,8,paul.swann,true,Support,Paul Swann,8,51,97,Support,Level 4
51,Finance,83,false,true,51,ryan.roland,3941,83,51,https://brewspace.jiveland.com/api/core/v3/people/3941/avatar,83,13866,false,ryan.roland,32,ryan.roland,true,Finance,Ryan Roland,32,140,89,Finance,Level 5
97,Engineering,184,false,true,97,todd,2010,184,97,https://brewspace.jiveland.com/api/core/v3/people/2010/avatar,184,16966,false,todd,87,todd,true,Engineering,Todd McCullough,87,121,130,Engineering,Level 5
11,Field Sales,11,false,true,11,chris.masino,2866,11,11,https://brewspace.jiveland.com/api/core/v3/people/2866/avatar,11,6676,false,chris.masino,0,chris.masino,true,Field Sales,Chris Masino,0,59,183,Field Sales,Level 4
2,Inside Sales - US,2,false,true,2,jarret.shaeffer,5532,2,2,https://brewspace.jiveland.com/api/core/v3/people/5532/avatar,2,2832,false,jarret.shaeffer,0,jarret.shaeffer,true,Inside Sales - US,Jarret Shaeffer,0,61,40,Inside Sales - US,Level 3
1,Product Management,1,false,false,1,buck.wilson,2614,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,5560,false,buck.wilson,0,buck.wilson,true,Product Management,Buck Wilson,0,48,109,Product Management,Level 4
10,Field Sales,10,false,true,10,xavier.a,4686,10,10,https://brewspace.jiveland.com/api/core/v3/people/4686/avatar,10,5816,false,xavier.a,0,xavier.a,true,Field Sales,Xavier Artiguebieille,0,25,55,Field Sales,Level 4
85,Strategy,126,false,true,85,dorothy,2079,126,85,https://brewspace.jiveland.com/api/core/v3/people/2079/avatar,126,10930,false,dorothy,41,dorothy,true,Strategy,Dorothy Toppercer,41,56,125,Strategy,Level 4
28,Engineering,68,false,true,28,gato,2029,68,28,https://brewspace.jiveland.com/api/core/v3/people/2029/avatar,68,6221,false,gato,40,gato,true,Engineering,Gaston Dombiak,40,84,90,Engineering,Level 4
4,Sales,22,false,true,4,kevin.armstrong,6176,22,4,https://brewspace.jiveland.com/api/core/v3/people/6176/avatar,22,2213,false,kevin.armstrong,18,kevin.armstrong,true,Sales,Kevin Armstrong,18,48,38,Sales,Level 3
31,Engineering,51,false,true,31,inyang.umoh,5230,51,31,https://brewspace.jiveland.com/api/core/v3/people/5230/avatar,51,6951,false,inyang.umoh,20,inyang.umoh,true,Engineering,Inyang Umoh,20,57,42,Engineering,Level 4
110,Finance,156,false,true,110,david.montgomery,2160,156,110,https://brewspace.jiveland.com/api/core/v3/people/2160/avatar,156,17057,false,david.montgomery,46,david.montgomery,true,Finance,David Montgomery,46,81,98,Finance,Level 5
16,Marketing,25,false,true,16,allan.garnier,5586,25,16,https://brewspace.jiveland.com/api/core/v3/people/5586/avatar,25,3399,false,allan.garnier,9,allan.garnier,true,Marketing,Allan Garnier,9,43,28,Marketing,Level 3
25,Field Sales - US East,28,false,true,25,chris.williamson,3506,28,25,https://brewspace.jiveland.com/api/core/v3/people/3506/avatar,28,3882,false,chris.williamson,3,chris.williamson,true,Field Sales - US East,Chris Williamson,3,49,79,Field Sales - US East,Level 3
61,Support,125,false,true,61,israel.ogbole,4732,125,61,https://brewspace.jiveland.com/api/core/v3/people/4732/avatar,125,3789,false,israel.ogbole,64,israel.ogbole,true,Support,Israel Ogbole,64,64,55,Support,Level 3
27,Sales,40,false,true,27,bob.indihar,5834,40,27,https://brewspace.jiveland.com/api/core/v3/people/5834/avatar,40,6090,false,bob.indihar,13,bob.indihar,true,Sales,Bob Indihar,13,57,77,Sales,Level 4
0,Engineering,7,false,true,0,ignacio.erdocia,5330,7,0,https://brewspace.jiveland.com/api/core/v3/people/5330/avatar,7,1882,false,ignacio.erdocia,7,ignacio.erdocia,true,Engineering,Ignacio Erdocia,7,38,24,Engineering,Level 2
52,Marketing,55,false,true,52,belinda.joseph,5788,55,52,https://brewspace.jiveland.com/api/core/v3/people/5788/avatar,55,9159,false,belinda.joseph,3,belinda.joseph,true,Marketing,Belinda Joseph,3,29,30,Marketing,Level 4
38,Professional Services,48,false,true,38,walter.gildersleeve,2714,48,38,https://brewspace.jiveland.com/api/core/v3/people/2714/avatar,48,14863,false,walter.gildersleeve,10,walter.gildersleeve,true,Professional Services,Walter Gildersleeve,10,82,66,Professional Services,Level 5
190,Sales Engineers,340,false,true,190,charles.mae,5182,340,190,https://brewspace.jiveland.com/api/core/v3/people/5182/avatar,340,24746,false,charles.mae,150,charles.mae,true,Sales Engineers,Charles Mae,150,108,66,Sales Engineers,Level 5
20,Engineering,45,false,true,20,shane.witbeck,5934,45,20,https://brewspace.jiveland.com/api/core/v3/people/5934/avatar,45,3514,false,shane.witbeck,25,shane.witbeck,true,Engineering,Shane Witbeck,25,29,27,Engineering,Level 3
27,Hosting,68,false,true,27,amandeep.singh,4549,68,27,https://brewspace.jiveland.com/api/core/v3/people/4549/avatar,68,7480,false,amandeep.singh,41,amandeep.singh,true,Hosting,Amandeep Singh,41,141,85,Hosting,Level 4
3,IT,29,false,true,3,divyanshu.arora,5384,29,3,https://brewspace.jiveland.com/api/core/v3/people/5384/avatar,29,1908,false,divyanshu.arora,26,divyanshu.arora,true,IT,Divyanshu Arora,26,42,27,IT,Level 2
30,Hosting,44,false,true,30,nitin.narang,5530,44,30,https://brewspace.jiveland.com/api/core/v3/people/5530/avatar,44,5080,false,nitin.narang,14,nitin.narang,true,Hosting,Nitin Narang,14,30,34,Hosting,Level 4
11,Engineering,21,false,true,11,yuval.varkel,5484,21,11,https://brewspace.jiveland.com/api/core/v3/people/5484/avatar,21,3013,false,yuval.varkel,10,yuval.varkel,true,Engineering,Yuval Varkel,10,27,18,Engineering,Level 3
16,Engineering,26,false,true,16,brent.halsey,3252,26,16,https://brewspace.jiveland.com/api/core/v3/people/3252/avatar,26,3460,false,brent.halsey,10,brent.halsey,true,Engineering,Brent Halsey,10,49,55,Engineering,Level 3
87,Engineering,387,false,true,87,jacob.vigeveno,3404,387,87,https://brewspace.jiveland.com/api/core/v3/people/3404/avatar,387,22831,false,jacob.vigeveno,300,jacob.vigeveno,true,Engineering,Jacob Vigeveno,300,131,126,Engineering,Level 5
7,Product Marketing,11,false,true,7,Maggi,5732,11,7,https://brewspace.jiveland.com/api/core/v3/people/5732/avatar,11,568,false,Maggi,4,Maggi,true,Product Marketing,Magnus Sveinbjornsson,4,27,29,Product Marketing,Level 2
1,Hosting,1,false,false,1,margaret.lewicka,3791,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,4551,false,margaret.lewicka,0,margaret.lewicka,true,Hosting,Margaret Lewicka,0,41,76,Hosting,Level 3
1,IT,3,false,true,1,james.cook,4730,3,1,https://brewspace.jiveland.com/api/core/v3/people/4730/avatar,3,2330,false,james.cook,2,james.cook,true,IT,James Cook,2,19,34,IT,Level 3
3,Engineering,6,false,true,3,kevin.zeisel,5080,6,3,https://brewspace.jiveland.com/api/core/v3/people/5080/avatar,6,1879,false,kevin.zeisel,3,kevin.zeisel,true,Engineering,Kevin Zeisel,3,36,35,Engineering,Level 2
13,Field Sales,14,false,true,13,toby.obrien,4199,14,13,https://brewspace.jiveland.com/api/core/v3/people/4199/avatar,14,5250,false,toby.obrien,1,toby.obrien,true,Field Sales,Toby O'Brien,1,21,55,Field Sales,Level 4
9,Marketing,38,false,true,9,michael.chen,5045,38,9,https://brewspace.jiveland.com/api/core/v3/people/5045/avatar,38,4491,false,michael.chen,29,michael.chen,true,Marketing,Michael Chen,29,145,84,Marketing,Level 3
91,Engineering,161,false,true,91,Philippe.VanNuijs,3554,161,91,https://brewspace.jiveland.com/api/core/v3/people/3554/avatar,161,20647,false,Philippe.VanNuijs,70,Philippe.VanNuijs,true,Engineering,Philippe Van Nuijs,70,161,140,Engineering,Level 5
269,,1474,false,true,269,george.burri,5786,1474,269,https://brewspace.jiveland.com/api/core/v3/people/5786/avatar,1474,10560,false,george.burri,1205,george.burri,true,George Burri,1205,851,226,,Level 4
